"Statistic Label","CensusYear","Age Group","Principal Economic Status","Sex","Detailed Marital Status","UNIT","VALUE"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Male","Registered same-sex civil partnership","Number","587"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Male","Married (first marriage)","Number","212816"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Male","Re-married","Number","3945"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Male","Separated","Number","7966"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Male","Divorced","Number","7603"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Male","Widowed","Number","891"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Female","All marital status","Number","410620"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Female","Single","Number","142505"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Female","Registered same-sex civil partnership","Number","385"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Female","Married (first marriage)","Number","235219"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Female","Re-married","Number","5196"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Female","Separated","Number","12987"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Female","Divorced","Number","12124"
"Population Aged 15 Years and Over","2022","35 - 44 years","All persons aged 15 years and over","Female","Widowed","Number","2204"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Both sexes","All marital status","Number","639368"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Both sexes","Single","Number","223479"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Both sexes","Registered same-sex civil partnership","Number","827"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Both sexes","Married (first marriage)","Number","374708"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Both sexes","Re-married","Number","7086"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Both sexes","Separated","Number","15557"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Both sexes","Divorced","Number","15671"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Both sexes","Widowed","Number","2040"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Male","All marital status","Number","332069"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Male","Single","Number","118141"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Male","Registered same-sex civil partnership","Number","533"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Male","Married (first marriage)","Number","196117"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Male","Re-married","Number","3479"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Male","Separated","Number","6591"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Male","Divorced","Number","6546"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Male","Widowed","Number","662"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Female","All marital status","Number","307299"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Female","Single","Number","105338"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Female","Registered same-sex civil partnership","Number","294"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Female","Married (first marriage)","Number","178591"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Female","Re-married","Number","3607"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Female","Separated","Number","8966"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Female","Divorced","Number","9125"
"Population Aged 15 Years and Over","2022","35 - 44 years","Persons at work","Female","Widowed","Number","1378"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Both sexes","All marital status","Number","5163"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Both sexes","Single","Number","2179"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Both sexes","Registered same-sex civil partnership","Number","8"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Both sexes","Married (first marriage)","Number","2461"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Both sexes","Re-married","Number","103"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Both sexes","Separated","Number","182"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Both sexes","Divorced","Number","194"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Both sexes","Widowed","Number","36"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Male","All marital status","Number","2596"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Male","Single","Number","1274"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Male","Registered same-sex civil partnership","Number","4"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Male","Married (first marriage)","Number","1146"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Male","Re-married","Number","38"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Male","Separated","Number","66"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Male","Divorced","Number","60"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Male","Widowed","Number","8"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Female","All marital status","Number","2567"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Female","Single","Number","905"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Female","Registered same-sex civil partnership","Number","4"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Female","Married (first marriage)","Number","1315"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Female","Re-married","Number","65"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Female","Separated","Number","116"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Female","Divorced","Number","134"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed looking for first regular job","Female","Widowed","Number","28"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed having lost or given up previous job","Both sexes","All marital status","Number","43550"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed having lost or given up previous job","Both sexes","Single","Number","24641"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed having lost or given up previous job","Both sexes","Registered same-sex civil partnership","Number","49"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed having lost or given up previous job","Both sexes","Married (first marriage)","Number","15122"
"Population Aged 15 Years and Over","2022","35 - 44 years","Unemployed having lost or given up previous job","Both sexes","Re-married","Number","524"
